experiment_id,task_type,categorical_scheme,feature_method,n_components,model_backend,glmnet_alpha,seed,rho,label_strength,mcem_samples,model,aggregation,n_patients,n_early,n_advanced,auroc,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,metric_name,metric_value
EXP062_categorical_three_stage_NMFk10_glmnet_elasticnet_seed2026,categorical,three_stage,NMF,10,glmnet,0.5,2026,,0.7,30,Categorical EM-MMIL,q90_prob,12,,,,0.950542243878584,0.4166666666666667,0.3333333333333333,0.5882352941176471,accuracy,0.4166666666666667
EXP062_categorical_three_stage_NMFk10_glmnet_elasticnet_seed2026,categorical,three_stage,NMF,10,glmnet,0.5,2026,,0.7,30,Categorical MCEM-MMIL,q90_prob,12,,,,0.9599997326976294,0.4166666666666667,0.3333333333333333,0.5882352941176471,accuracy,0.4166666666666667
EXP062_categorical_three_stage_NMFk10_glmnet_elasticnet_seed2026,categorical,three_stage,NMF,10,glmnet,0.5,2026,,0.7,30,Naive inherited-label classifier,q90_prob,12,,,,0.9541808062271772,0.5,0.3999999999999999,0.4761904761904761,accuracy,0.5
EXP063_categorical_three_stage_NMFk10_glmnet_lasso_seed2026,categorical,three_stage,NMF,10,glmnet,1.0,2026,,0.7,30,Categorical EM-MMIL,q90_prob,12,,,,0.9525045444079532,0.4166666666666667,0.3333333333333333,0.5882352941176471,accuracy,0.4166666666666667
EXP063_categorical_three_stage_NMFk10_glmnet_lasso_seed2026,categorical,three_stage,NMF,10,glmnet,1.0,2026,,0.7,30,Categorical MCEM-MMIL,q90_prob,12,,,,0.9550729552457732,0.4166666666666667,0.3333333333333333,0.5882352941176471,accuracy,0.4166666666666667
EXP063_categorical_three_stage_NMFk10_glmnet_lasso_seed2026,categorical,three_stage,NMF,10,glmnet,1.0,2026,,0.7,30,Naive inherited-label classifier,q90_prob,12,,,,0.9541609796751288,0.5,0.3999999999999999,0.4761904761904761,accuracy,0.5
EXP064_categorical_three_stage_NMFk10_xgboost_seed2026,categorical,three_stage,NMF,10,xgboost,,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,1.0375949459024016,0.5833333333333334,0.4666666666666666,0.6068376068376069,accuracy,0.5833333333333334
EXP064_categorical_three_stage_NMFk10_xgboost_seed2026,categorical,three_stage,NMF,10,xgboost,,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,1.0248748507456036,0.5833333333333334,0.4666666666666666,0.6068376068376069,accuracy,0.5833333333333334
EXP064_categorical_three_stage_NMFk10_xgboost_seed2026,categorical,three_stage,NMF,10,xgboost,,2026,,0.7,30,Naive inherited-label classifier,mean_prob,12,,,,0.914437207732005,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
EXP065_categorical_three_stage_NMFk20_glmnet_ridge_seed2026,categorical,three_stage,NMF,20,glmnet,0.0,2026,,0.7,30,Categorical EM-MMIL,median_prob,12,,,,1.241205747499035,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
EXP065_categorical_three_stage_NMFk20_glmnet_ridge_seed2026,categorical,three_stage,NMF,20,glmnet,0.0,2026,,0.7,30,Categorical MCEM-MMIL,median_prob,12,,,,1.1315199585120206,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
EXP065_categorical_three_stage_NMFk20_glmnet_ridge_seed2026,categorical,three_stage,NMF,20,glmnet,0.0,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.7969655182942857,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP066_categorical_three_stage_NMFk20_glmnet_elasticnet_seed2026,categorical,three_stage,NMF,20,glmnet,0.5,2026,,0.7,30,Categorical EM-MMIL,median_prob,12,,,,1.9355405553475329,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
EXP066_categorical_three_stage_NMFk20_glmnet_elasticnet_seed2026,categorical,three_stage,NMF,20,glmnet,0.5,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.989815443908734,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
